69,1,1
69,1,1
58,1,1
57,1,1
57,1,2
57,1,2
56,1,2
56,1,2
56,1,2
56,1,2
36,1,2
95,2,2
94,2,2
93,2,2
12,1,2
12,1,2
12,1,2
12,1,2
12,1,2
12,1,2
8,1,2
8,1,2
91,1,2
4,1,2
4,1,2
100,1,2
20,1,2
11,1,2
45,1,2
45,1,2
92,1,2
100,1,2
7,1,2
7,1,2
7,1,2
20,1,2
20,1,2
20,1,2
20,1,2
20,1,2
47,1,2
47,1,2
11,1,2
11,1,2
11,1,2
11,1,2
92,1,2
91,1,2
90,1,2
90,1,2
90,1,2
90,1,2
86,1,2
85,1,2
85,1,2
85,1,2
93,1,2
75,1,2
75,1,2
75,1,2
75,1,2
75,1,2
100,1,2
6,1,2
6,1,2
6,1,2
6,1,2
6,1,2
100,1,2
28,1,2
28,1,2
28,1,2
23,1,2
23,1,2
23,1,2
100,1,2
9,1,2
69,1,2
68,1,2
4,1,2
100,2,2
99,2,2
4,1,2
100,1,2
99,1,2
98,1,2
97,1,2
100,1,2
99,1,2
98,1,2
97,1,2
84,1,2
100,1,2
18,1,2
18,1,2
18,1,2
18,1,2
18,1,2
100,1,2
43,1,2
100,1,2
99,1,2
11,1,2
11,1,2
11,1,2
100,1,2
99,1,2
98,1,2
2,1,2
2,1,2
86,2,2
86,2,2
85,2,2
14,1,2
14,1,2
14,1,2
32,1,2
30,1,2
100,1,2
29,1,2
29,1,2
8,1,2
8,1,2
8,1,2
8,1,2
8,1,2
8,1,2
100,1,2
99,1,2
98,1,2
23,2,2
22,2,2
100,1,2
99,1,2
100,1,2
100,1,2
99,1,2
99,2,2
99,1,2
98,1,2
76,1,2
80,1,2
80,1,2
80,1,2
79,1,2
93,1,2
92,1,2
91,1,2
91,1,2
90,1,2
90,1,2
53,2,2
53,2,2
53,2,2
37,1,2
37,1,2
63,1,2
63,1,2
62,1,2
62,1,2
62,1,2
62,1,2
100,1,2
99,1,2
98,1,2
97,1,2
100,2,2
99,2,2
98,2,2
97,2,2
100,1,2
99,1,2
98,1,2
97,1,2
96,1,3
95,1,3
95,1,3
94,1,3
97,3,3
96,3,3
87,1,3
100,1,3
77,1,3
76,1,3
100,2,3
99,2,3
100,1,3
100,1,3
75,1,3
75,1,3
4,1,3
4,1,3
4,1,3
4,1,3
100,1,3
99,1,3
98,1,3
97,1,3
100,1,3
99,1,3
100,1,3
99,1,3
98,1,3
97,1,3
96,1,3
21,1,3
21,1,3
51,2,3
100,1,3
99,1,3
99,1,3
99,1,3
98,1,3
27,1,3
27,1,3
27,1,3
100,1,3
99,1,3
98,1,3
100,1,3
65,1,3
6,1,3
6,1,3
6,1,3
6,1,3
6,1,3
100,1,3
99,1,3
100,1,3
99,1,3
100,1,3
99,1,3
98,1,3
100,1,3
99,1,3
98,1,3
97,1,3
96,1,3
100,1,3
95,3,3
100,1,3
99,1,3
98,1,3
97,1,3
97,1,3
96,1,3
95,1,3
100,1,3
99,1,3
98,1,3
97,1,3
96,1,3
56,2,3
56,2,3
55,2,3
55,2,3
17,1,3
17,1,3
17,1,3
17,1,3
17,1,3
100,1,3
99,1,3
98,1,3
100,1,3
99,1,3
98,3,3
100,1,3
99,1,3
98,1,3
98,1,3
97,1,3
97,1,3
100,1,3
100,1,3
99,1,3
98,1,3
99,2,3
99,1,3
98,1,3
97,1,3
96,1,3
95,1,3
100,1,3
100,1,3
99,1,3
98,1,3
97,1,3
96,1,3
79,5,3
100,1,3
29,1,3
29,1,3
100,1,3
100,1,3
99,1,3
98,1,3
97,1,3
96,1,3
95,1,3
94,1,3
100,1,3
99,1,3
98,1,3
97,1,3
96,1,3
95,1,3
94,1,3
93,1,3
91,2,3
91,2,3
90,2,3
100,1,3
99,1,3
98,1,3
98,1,3
100,1,3
99,1,3
100,1,3
99,1,3
98,1,3
97,1,3
97,4,3
96,4,3
95,4,3
100,1,3
99,1,3
98,1,3
97,1,3
96,1,3
95,1,3
87,1,3
100,1,3
99,1,3
100,2,3
98,1,3
100,1,3
99,1,3
98,1,3
27,1,3
27,1,3
27,1,3
27,1,3
100,1,3
99,1,3
98,1,3
97,1,3
56,2,3
100,3,3
100,1,3
99,1,3
100,1,3
100,1,3
99,1,3
98,1,3
97,1,3
96,1,3
95,1,4
95,1,4
94,1,4
100,1,4
99,1,4
53,2,4
100,1,4
99,1,4
98,1,4
98,1,4
97,1,4
100,1,4
99,1,4
98,1,4
97,1,4
100,3,4
97,1,4
99,1,4
98,1,4
97,1,4
100,1,4
100,1,4
99,1,4
98,1,4
99,2,4
98,2,4
100,1,4
100,1,4
99,1,4
100,1,4
99,1,4
98,1,4
97,1,4
100,1,4
99,1,4
100,1,4
99,1,4
98,1,4
97,1,4
97,1,4
96,1,4
96,1,4
95,1,4
94,1,4
93,1,4
92,1,4
90,3,4
89,3,4
88,3,4
88,3,4
87,3,4
87,3,4
100,2,4
100,1,4
99,1,4
100,1,4
99,1,4
98,1,4
97,1,4
97,1,4
96,1,4
95,1,4
94,1,4
93,1,4
94,2,4
93,2,4
92,2,4
91,2,4
91,2,4
90,2,4
100,1,4
99,1,4
98,1,4
97,1,4
96,1,4
96,1,4
95,1,4
100,1,4
99,1,4
98,1,4
100,2,4
99,2,4
98,2,4
100,1,4
99,1,4
94,1,4
93,1,4
100,1,4
99,1,4
98,1,4
83,2,4
82,2,4
81,2,4
81,2,4
80,2,4
79,2,4
78,2,4
78,2,4
100,1,4
99,1,4
98,1,4
97,1,4
96,1,4
96,1,4
95,1,4
94,1,4
100,1,4
99,1,4
97,2,4
68,3,4
68,3,4
98,1,4
97,1,4
96,1,4
96,1,4
31,1,4
100,1,4
95,5,4
94,5,4
57,1,4
56,1,4
56,1,4
100,1,4
100,1,4
99,1,4
98,1,4
98,1,4
97,1,4
96,1,4
95,1,4
95,1,4
94,1,4
94,1,4
100,1,4
99,1,4
65,8,4
90,1,4
37,4,4
37,4,4
100,1,4
99,1,4
100,1,4
99,1,4
98,1,4
97,1,4
100,1,4
100,1,4
100,1,4
99,1,4
98,1,4
97,1,4
96,1,4
96,1,4
95,1,4
94,1,4
94,1,4
93,1,4
92,1,4
92,1,4
91,1,4
91,1,4
100,1,4
99,1,4
98,1,4
97,1,4
97,1,4
100,1,4
99,1,4
100,1,4
99,1,4
97,2,4
88,2,4
88,2,4
87,2,4
85,2,4
85,2,4
100,2,4
99,2,5
98,2,5
97,2,5
96,2,5
95,2,5
100,1,5
100,3,5
99,3,5
100,1,5
99,1,5
98,1,5
97,1,5
96,1,5
100,1,5
99,1,5
98,1,5
97,1,5
96,1,5
95,1,5
94,1,5
89,1,5
88,1,5
88,1,5
88,1,5
87,1,5
87,1,5
86,1,5
86,1,5
85,1,5
100,1,5
99,1,5
98,1,5
100,1,5
99,1,5
98,1,5
97,1,5
96,1,5
87,1,5
100,1,5
99,1,5
98,1,5
97,1,5
96,1,5
95,1,5
94,1,5
94,1,5
93,1,5
92,1,5
91,1,5
90,1,5
89,1,5
100,2,5
88,1,5
87,1,5
87,1,5
86,1,5
86,1,5
85,1,5
85,1,5
100,2,5
99,2,5
98,2,5
84,1,5
100,1,5
99,1,5
98,1,5
97,1,5
96,1,5
95,1,5
94,1,5
100,4,5
99,4,5
100,1,5
99,1,5
98,1,5
97,1,5
96,1,5
100,1,5
99,1,5
94,2,5
93,2,5
100,1,5
99,1,5
98,1,5
100,1,5
99,1,5
98,1,5
100,1,5
85,1,5
100,2,5
99,2,5
98,2,5
100,1,5
83,1,5
82,1,5
82,1,5
86,2,5
85,2,5
84,2,5
100,1,5
75,2,5
100,1,5
99,1,5
100,1,5
86,1,5
100,1,5
99,1,5
98,1,5
97,1,5
100,1,5
99,1,5
98,1,5
100,1,5
99,1,5
98,1,5
72,1,5
72,1,5
71,1,5
70,1,5
100,1,5
99,1,5
100,1,5
83,1,5
100,2,5
99,2,5
100,1,5
99,1,5
98,1,5
97,1,5
96,1,5
96,1,5
95,1,5
94,1,5
94,1,5
93,1,5
92,1,5
92,1,5
100,1,5
99,1,5
100,1,5
99,1,5
93,2,5
92,2,5
100,2,5
99,2,5
98,2,5
90,2,5
90,2,5
90,2,5
89,2,5
100,3,5
100,1,5
100,1,5
99,1,5
98,1,5
97,1,5
100,1,5
99,1,6
98,1,6
97,1,6
96,1,6
95,1,6
94,1,6
100,1,6
100,1,6
99,1,6
100,1,6
99,1,6
100,1,6
99,1,6
98,1,6
97,1,6
96,1,6
95,1,6
94,1,6
93,1,6
93,1,6
92,1,6
100,1,6
99,1,6
98,1,6
97,1,6
100,2,6
99,2,6
98,2,6
98,2,6
97,2,6
93,1,6
92,1,6
91,1,6
91,1,6
90,1,6
89,1,6
100,1,6
99,1,6
100,1,6
99,1,6
98,1,6
98,1,6
98,1,6
97,1,6
96,1,6
91,3,6
100,4,6
99,4,6
100,1,6
99,1,6
98,1,6
97,1,6
96,1,6
95,1,6
87,3,6
100,2,6
99,2,6
98,2,6
100,1,6
99,1,6
98,1,6
97,1,6
96,1,6
95,1,6
94,1,6
94,1,6
100,1,6
99,1,6
98,1,6
97,1,6
96,1,6
95,1,6
94,1,6
100,1,6
99,1,6
98,1,6
97,1,6
96,1,6
100,1,6
99,1,6
98,1,6
100,1,6
99,1,6
73,3,6
72,3,6
71,3,6
70,3,6
69,3,6
68,3,6
67,3,6
67,3,6
67,3,6
67,3,6
66,3,6
66,3,6
66,3,6
65,3,6
64,3,6
64,3,6
64,3,6
64,3,6
63,3,6
63,3,6
63,3,6
63,3,6
63,3,6
63,3,6
55,2,6
55,2,6
54,2,6
100,1,6
99,1,6
98,1,6
67,1,6
100,1,6
99,1,6
98,1,6
97,1,6
96,1,6
95,1,6
94,1,6
100,1,6
99,1,6
98,1,6
97,1,6
96,1,6
95,1,6
94,1,6
93,1,6
92,1,6
91,1,7
90,1,7
89,1,7
90,3,7
89,3,7
88,3,7
87,3,7
86,3,7
85,3,7
84,3,7
84,3,7
93,1,7
100,1,7
100,1,7
100,1,7
99,1,7
98,1,7
100,2,7
99,2,7
100,1,7
99,1,7
100,1,7
99,1,7
98,1,7
97,1,7
96,1,7
95,1,7
94,1,7
